order_id,customer_id,product_id,seller_id,order_date,quantity,unit_price,total_price,payment_method,order_status,country
9f030530-facd-43d4-8043-d4d1ef7c968c,2a31d787-5b38-46b5-82fb-8716ee168374,P0146,4695b9aa-e5f1-4250-be74-d5757028fdca,2025-04-30,1,72.29,72.29,Carta di Credito,Completato,Romania
b6cbb8eb-ff0e-4fe8-b0a5-5436d244d9d9,428f45d0-f136-42fc-93aa-fb1e52d32446,P0116,f2241adc-0fa9-48b3-add7-1fea766d5ab2,2024-10-26,4,25.18,100.72,PayPal,Annullato,Belarus
ee71db54-30a1-4d4c-8914-1f1080972303,662d7c28-fe4c-436a-a420-92acda17b2d5,P0149,c217d004-e04a-4e06-8186-f432ee300c59,2024-08-29,4,95.0,380.0,PayPal,Annullato,Liechtenstein
b684166b-32c3-4704-b9b1-65777ad4d3ee,7be5a90a-b93b-4932-bc5e-e894707aabdb,P0051,c217d004-e04a-4e06-8186-f432ee300c59,2025-05-04,5,62.64,313.2,PayPal,Reso,Tokelau
938d8dd4-5052-403d-ba40-f6567c1fff3a,6bea5bbc-16eb-4381-91b5-38a8290fad11,P0158,a71aeb47-ee6f-40c5-9e77-25a83ca3966f,2024-09-03,1,90.18,90.18,PayPal,Completato,Costa Rica
3dbc775d-afca-4677-a05a-750ab1764826,af632327-d946-4085-8cfc-69d84cdbb000,P0045,2a5c53f8-5be7-4f2b-9f4f-1b64bf18e11b,2025-02-23,2,112.89,225.78,PayPal,Completato,Sierra Leone
5336ebf5-a1cf-4902-be30-bc2d18cf303b,6bc4b1d7-6544-43b1-9095-284130eaddc4,P0174,21ba0f55-ed50-4dfc-b223-a0401e9fccc0,2025-01-22,3,39.22,117.66,Contrassegno,Annullato,Andorra
1162d561-1584-47ee-abd2-1ea02f9e8291,d80af985-ee70-457d-be42-41f3fedd0689,P0001,4674f64a-b59d-4fd4-95c2-7d2cfc3f2eef,2025-04-06,3,166.95,500.84999999999997,PayPal,Completato,Netherlands Antilles
1f7440dc-02a7-4c7b-afe4-15e0c1325ef4,5939e738-d179-4973-beb4-38ea7a698b05,P0190,c47a0bb4-e3ef-4f2e-851b-d8adc26d08ec,2025-03-30,5,48.18,240.9,Carta di Credito,Annullato,Guadeloupe
08bbefff-fc5b-4db9-bac1-951730e82e95,e08e76fb-88b3-475b-bdb3-46b9dffeaaa4,P0097,96a04b3b-4ad4-4d0a-9138-4cc257bc6d85,2025-02-02,5,84.05,420.25,Contrassegno,Reso,France
54d58d21-ef1e-41c1-8b28-b4c2aef10270,4abc4803-a173-4a53-adde-3954a3f41a88,P0113,ac9c46e0-23e2-417f-bcbb-a5861da78e30,2024-07-30,2,20.93,41.86,Bonifico,Completato,Monaco
c4ae4373-60f7-4956-9d95-e40afce792e1,4bf1613c-f52e-43c3-8fda-cbab10432257,P0007,2a5c53f8-5be7-4f2b-9f4f-1b64bf18e11b,2024-10-29,3,26.0,78.0,Contrassegno,Completato,Cook Islands
cfb5bfe2-83ff-453b-943a-4b09fc4ad613,999d4c8f-ed2a-4ed9-9c57-1c2a1590fca0,P0094,c88e1d3f-89f9-4354-81e1-d37981dfe459,2024-08-23,5,99.72,498.6,Carta di Credito,Reso,Vietnam
1783cb0f-689b-42e6-ac68-7b935c7e60d3,69250e4b-0632-47e0-84f1-2562b5631293,P0175,a0c7306f-44b1-49bf-a6e0-6c7c7faf4308,2025-01-20,4,167.91,671.64,Carta di Credito,Annullato,Svalbard & Jan Mayen Islands
b4454233-5de7-4df4-85d4-d98882cc2241,a4a71b38-2d80-4a18-a077-c401fc970604,P0157,96a04b3b-4ad4-4d0a-9138-4cc257bc6d85,2024-11-12,2,194.77,389.54,Contrassegno,Completato,Colombia
f7a2a666-4a00-49f9-bfc4-b3e8d62f690c,c3b985a7-a333-4b1f-885c-53f709f97317,P0020,43f635ee-2131-4fc9-bc00-30fffa53e9d0,2024-05-27,1,81.07,81.07,Bonifico,Completato,Bermuda
fbaf6b23-3d78-4da7-a2eb-98e13dcbc473,3ec4cbde-6525-493f-b57e-26b076c466a7,P0045,8ab518a8-580b-4d5b-8813-78fa12233b8c,2025-02-11,2,112.89,225.78,Contrassegno,Annullato,Paraguay
88a0e1ef-b0ea-453e-8e19-64baf333edae,af1e4308-229f-4687-9919-775a20ade3ef,P0080,ef84adec-811b-4043-9c13-e65a4959e7aa,2025-03-06,5,31.58,157.89999999999998,Carta di Credito,Reso,Guernsey
e8749e7c-f3c7-4d95-a2ef-f36b70a3a8af,1d30b753-4335-443a-a4bb-6421e68c5ba3,P0137,4cf29dc7-ad9f-4bd5-8d12-ad1e4a3af28a,2025-03-26,2,130.32,260.64,Contrassegno,Reso,Poland
eda132b2-7f3d-4769-8d58-ef57da0e05c4,d7304fb6-10d3-43b9-8bff-d6d6ef06318b,P0129,ac9c46e0-23e2-417f-bcbb-a5861da78e30,2024-10-22,1,7.42,7.42,Contrassegno,Completato,Zimbabwe
a3fab00f-4759-48a5-9fab-687f49a3f1a2,af1e4308-229f-4687-9919-775a20ade3ef,P0137,fc6c1dae-88ae-467b-ac7a-bf56ff4fc9a9,2024-08-28,3,130.32,390.96,PayPal,Completato,Tunisia
7ec69544-c524-40f5-b2e2-572300172f8f,f0a0f7e1-3f9a-442b-8331-33c0fbf04c78,P0188,087c769b-4e30-47ef-a3d3-3141bbcf84c2,2025-01-10,1,175.4,175.4,Carta di Credito,Annullato,Jersey
cabc6602-a930-47fd-8dde-520a6f3d7d92,dd64cae0-94a5-4928-b236-c0355e66e29c,P0158,8ab518a8-580b-4d5b-8813-78fa12233b8c,2025-01-02,3,90.18,270.54,Contrassegno,Annullato,Falkland Islands (Malvinas)
1304c65e-6b2e-40ef-b6f5-83fb7fe16104,474e551a-276e-44fe-93ab-a6cb76d37b29,P0160,202b0655-47e9-490a-bb9a-dcf037dc0ce6,2025-03-20,3,187.04,561.12,Contrassegno,Completato,Ethiopia
2bfddf60-7b66-42d6-bd66-d0e7f897314c,e96b528e-e6b2-4c85-83b6-c735ce16a496,P0054,e2b87deb-2e3b-44ea-8d90-ff02333d7209,2024-10-17,1,118.7,118.7,Carta di Credito,Reso,Saint Barthelemy
791fd58f-72de-493b-a60e-61af25e441f2,4cd0df32-5d02-46d4-9f07-a0af953a9b11,P0066,202b0655-47e9-490a-bb9a-dcf037dc0ce6,2024-06-21,1,54.56,54.56,PayPal,Completato,Sao Tome and Principe
e2f3ff5a-ddad-4c0e-83bb-936dd43d3e68,968c210a-e3a0-47cd-a9c9-26253f228e14,P0130,936e7e0b-055c-44fb-a868-8b5a7472c1a7,2025-03-15,4,94.99,379.96,Contrassegno,Annullato,French Guiana
f8c61a3d-3e3f-44c2-ac7e-7fcc4037784c,af1e4308-229f-4687-9919-775a20ade3ef,P0074,9bbb7055-9918-4de1-aea1-51072b0e3aa0,2024-06-29,5,83.81,419.05,Bonifico,Reso,Falkland Islands (Malvinas)
3dee20f3-245d-4185-818c-4a6ad84d8746,6f3ac1bd-f793-44da-ad52-6e3e7dfadc6b,P0022,936e7e0b-055c-44fb-a868-8b5a7472c1a7,2024-08-09,4,109.4,437.6,Contrassegno,Annullato,Somalia
76de6bc2-15cb-4e26-a8f4-b102eb01e3a1,e9afe87f-0911-4566-afc7-dc2e56ebb0e6,P0129,4695b9aa-e5f1-4250-be74-d5757028fdca,2025-01-19,3,7.42,22.259999999999998,PayPal,Completato,Slovenia
abd1bb74-f8da-4634-bf62-8af9689e18bb,e6dbd6e3-41ec-4285-8c71-99802028908e,P0002,f302e864-0832-41bc-803d-868f4522a09c,2024-11-24,2,44.42,88.84,PayPal,Completato,Tanzania
bc4a5054-5bdf-48a6-9c86-32c1c24ceca1,39792184-576b-4f9c-8931-9e9aa742241c,P0065,7e94f22c-c0b4-4c1f-8c3a-139469041b80,2025-01-13,4,171.11,684.44,Contrassegno,Completato,Oman
2146c803-980b-4413-9d64-7797d4168ae8,1094b77b-6538-43b8-8078-c8934c0ef904,P0086,c1d8ce74-1ae4-4258-a378-bdcf1d4ff7ba,2024-10-18,5,14.81,74.05,Bonifico,Annullato,Saint Kitts and Nevis
9cab0e06-d027-4d03-ad90-8f2b6ff40072,9e21bf9c-caa3-48ef-a3e8-647a84c82d30,P0138,c47a0bb4-e3ef-4f2e-851b-d8adc26d08ec,2025-03-24,4,13.54,54.16,PayPal,Completato,Western Sahara
8cd318aa-5340-4343-b0d4-333efe8f4e4b,3d26c943-2b7c-46f8-bd06-815e5fce629c,P0114,a71aeb47-ee6f-40c5-9e77-25a83ca3966f,2025-05-18,4,170.01,680.04,Carta di Credito,Annullato,Portugal
492ffcf0-bac9-450e-b095-46f7a786975a,18e35239-437a-461a-9221-e1fa51545a23,P0037,936e7e0b-055c-44fb-a868-8b5a7472c1a7,2025-05-24,1,28.77,28.77,Bonifico,Completato,Zambia
b2534765-42dd-43d6-ba70-af4025d263f1,bb0f9029-7eab-4729-90db-eb8708249660,P0199,acc2479c-1d7f-42ea-bee9-207653c075b3,2025-04-05,5,76.84,384.20000000000005,Carta di Credito,Reso,Reunion
6afe7057-3308-41bf-b6da-c1fa484e65f7,53e3cbb6-1a06-4391-9d72-b4b55d65e78e,P0049,c1d8ce74-1ae4-4258-a378-bdcf1d4ff7ba,2024-09-11,5,168.04,840.1999999999999,Carta di Credito,Annullato,Yemen
360f5aae-2d8b-45d7-b984-6b45b3020579,5af74e87-e7b2-4d67-821a-3e7b2052195c,P0160,04204cbb-b213-4ecd-b9c1-8f900f8d0860,2024-09-20,3,187.04,561.12,Bonifico,Annullato,Norway
bfd4ddc0-f4b9-4b37-8c6f-c3feddb92521,1094b77b-6538-43b8-8078-c8934c0ef904,P0001,969467a9-f747-42d2-8e7c-1210bad89432,2025-03-28,4,166.95,667.8,Contrassegno,Annullato,Ireland
40ee54ba-0aa5-456a-b8d4-a969001ba6c0,96424c3a-a776-4a95-803f-f95f9472a2dc,P0085,9bbb7055-9918-4de1-aea1-51072b0e3aa0,2025-02-11,5,33.08,165.39999999999998,Contrassegno,Reso,Switzerland
a4e665b7-49b5-48a0-9d7e-64429d02e1f6,eb8b4c56-8b32-4ca7-89b4-532a3b6a8190,P0188,80365f5b-4f77-40d1-9102-6736fe6e7adf,2024-09-04,5,175.4,877.0,PayPal,Reso,Barbados
c4da6757-81e1-4bc7-89b8-0470b2d9fd95,0fe5c371-17ca-44a9-a386-6ea389c9d0f7,P0191,21ba0f55-ed50-4dfc-b223-a0401e9fccc0,2024-07-18,2,133.87,267.74,Bonifico,Completato,Fiji
de5ee4ac-4a50-4358-a165-0316042a6c98,bcdda19c-d637-4a7e-b7ff-6d0d27028a99,P0014,4674f64a-b59d-4fd4-95c2-7d2cfc3f2eef,2024-11-23,4,60.86,243.44,Bonifico,Reso,Martinique
a03ea433-abb9-419c-88d0-caaebbd21f3f,63fa6e7f-f74f-4dca-8e5d-a53932b66e30,P0132,10d46bd0-31aa-4993-85a9-4f2c12b8043e,2025-03-13,2,181.73,363.46,Contrassegno,Reso,Albania
0e73fd3a-1b07-4ffd-8738-9cb96b02eafc,8ccd8c1d-473a-42f0-aa95-0ca0b739c571,P0034,2a5c53f8-5be7-4f2b-9f4f-1b64bf18e11b,2025-04-15,4,66.97,267.88,Bonifico,Reso,Korea
e9a54c90-7a4c-48af-8770-0d67569b6baa,625f3453-374f-43de-bec2-6ad168503fb5,P0187,d8893cd4-4f54-4daf-8bc9-3e7bcc4df8ca,2024-10-17,3,28.8,86.4,Contrassegno,Reso,Australia
c848c49f-ecd2-47f4-9cce-cc01e59d22c9,d2e7bd5d-4db5-42f0-84ce-c83be729bda8,P0078,2a5c53f8-5be7-4f2b-9f4f-1b64bf18e11b,2025-03-18,3,44.36,133.07999999999998,Carta di Credito,Completato,Colombia
9b437a13-8134-444c-a1f7-a8ffe27cb29a,4aefb8da-638b-4c88-b491-9ade7320ebe0,P0015,91dd21ef-be04-4e2e-846f-bd10a7f8a0b8,2024-09-17,3,158.75,476.25,Carta di Credito,Reso,Belize
b7eebfbb-d300-41f1-9b64-c1235a628946,76b4896d-1b48-41a9-94df-440169bda036,P0051,202b0655-47e9-490a-bb9a-dcf037dc0ce6,2024-10-17,5,62.64,313.2,Contrassegno,Completato,Liechtenstein
84bcf65c-e91e-4e92-aeaf-19b4ab60e0b3,a49973bc-266d-41a3-a623-e380606c51e8,P0124,0003110f-941f-4e08-a8e0-72d98e585d54,2025-03-05,5,162.32,811.5999999999999,PayPal,Annullato,Germany
e747d827-a0ac-4f3c-8cf7-63dfe4ae423f,a4a71b38-2d80-4a18-a077-c401fc970604,P0093,ef84adec-811b-4043-9c13-e65a4959e7aa,2024-10-13,2,198.71,397.42,PayPal,Completato,Saint Martin
19b132e9-e974-497d-8c47-a6abd1e1fa60,17db3c7b-f673-442b-af00-355fc0cb6737,P0109,22014c5e-10c4-4266-9786-82a17d2ee458,2024-07-06,2,133.53,267.06,PayPal,Reso,Qatar
073872d0-df53-4c50-b21f-ccef13641f54,8465c0b6-2d05-45c5-b158-263e65de597c,P0017,054d74a7-8701-47d2-b79c-eb50e59354dd,2025-01-11,4,136.97,547.88,Carta di Credito,Reso,Ethiopia
9dc507f1-e640-47a7-ba27-6d11672f51d2,1e7a9d1b-78da-4c33-aaf3-620833864336,P0107,7e94f22c-c0b4-4c1f-8c3a-139469041b80,2025-04-23,2,167.44,334.88,Bonifico,Reso,Argentina
245357c0-f68e-4901-a84b-9e6eea474785,454bb51d-3360-4a1b-b1a2-46d618301007,P0198,c1d8ce74-1ae4-4258-a378-bdcf1d4ff7ba,2024-09-25,4,195.02,780.08,Carta di Credito,Completato,Guernsey
7daa766c-8022-4453-a194-99015800ba85,da71b1ef-d91a-4745-b631-8898bc42d0c7,P0122,f302e864-0832-41bc-803d-868f4522a09c,2024-11-09,1,94.81,94.81,Carta di Credito,Reso,British Indian Ocean Territory (Chagos Archipelago)
3f7821da-6060-4b3f-9321-71d21a4c6965,5f02d754-c7c6-4c05-acc9-9b66a34a4582,P0027,f302e864-0832-41bc-803d-868f4522a09c,2024-06-15,1,46.59,46.59,PayPal,Reso,American Samoa
03627f63-218a-4000-9141-8b1b8c7317a5,dd69715a-b575-4ded-b991-8c00b61288e7,P0050,a71aeb47-ee6f-40c5-9e77-25a83ca3966f,2025-01-22,3,27.99,83.97,Bonifico,Annullato,Norfolk Island
da463dd8-f5ac-47d7-a296-d0f996ea7963,bca7f0d4-656e-4ea3-a6e3-4e5ef85f5f97,P0077,8ab518a8-580b-4d5b-8813-78fa12233b8c,2024-08-20,1,21.63,21.63,PayPal,Annullato,Thailand
66389584-5bc1-400c-9b82-85597baf417d,6bea5bbc-16eb-4381-91b5-38a8290fad11,P0036,80365f5b-4f77-40d1-9102-6736fe6e7adf,2024-10-07,3,108.77,326.31,Carta di Credito,Annullato,Benin
ff3fce91-f992-440d-891d-53d8b9ee0433,f5090646-b69b-4591-9e50-72862c26116c,P0050,e1d81b3e-d2c7-498b-9950-4c63999a4938,2024-09-28,2,27.99,55.98,Contrassegno,Annullato,Saint Kitts and Nevis
c8379fe6-a31f-44da-8fd6-2e10ba2a3399,0fe5c371-17ca-44a9-a386-6ea389c9d0f7,P0080,2a5c53f8-5be7-4f2b-9f4f-1b64bf18e11b,2025-05-12,4,31.58,126.32,Carta di Credito,Reso,Malta
212f1144-ad42-4a2d-8de7-71a0c50a7308,2e320eed-ad22-4dda-858d-1aeff85e6f48,P0066,daa99045-3d45-4537-9eba-106f129f3f69,2024-09-27,5,54.56,272.8,Carta di Credito,Reso,Vietnam
d150a87b-d937-4815-911a-253d52dc0526,761a794e-7c54-40a9-b15f-b9b133b91795,P0094,4cf29dc7-ad9f-4bd5-8d12-ad1e4a3af28a,2024-11-25,5,99.72,498.6,Carta di Credito,Annullato,Germany
eca8d743-1c6c-46bd-a3b4-57dbd5e7bd63,01237af8-a309-4218-b1fb-40974fc86a4f,P0072,10d46bd0-31aa-4993-85a9-4f2c12b8043e,2024-07-17,4,195.68,782.72,PayPal,Completato,Grenada
a3a11a6d-3a91-4e21-a1ff-d1025dcf48d5,999d4c8f-ed2a-4ed9-9c57-1c2a1590fca0,P0139,22014c5e-10c4-4266-9786-82a17d2ee458,2024-12-01,2,104.29,208.58,Bonifico,Annullato,Gambia
d96af221-defc-414d-b043-bf30e046a55d,f0a0f7e1-3f9a-442b-8331-33c0fbf04c78,P0009,969467a9-f747-42d2-8e7c-1210bad89432,2025-04-02,1,159.33,159.33,Bonifico,Annullato,Central African Republic
5f683917-932b-4b44-b8c2-74379b83eb83,043490db-4b22-4e98-9e05-c75b2f981517,P0025,169c3126-4b37-4bda-ac63-986966142319,2025-03-25,1,9.33,9.33,Carta di Credito,Annullato,Afghanistan
bfd210e2-6ff0-4166-8f10-b9090f28140e,382faa9e-1caa-458e-bf2e-e32b1fc8b9d8,P0122,c7c50a9c-111f-43b7-b76d-edaae69e756e,2024-12-28,2,94.81,189.62,PayPal,Completato,Mozambique
468f6914-f3dc-4039-b89d-1ea2b0e35922,a83b0ef4-aba5-4ef3-9a25-c4d6464210fd,P0107,c1d8ce74-1ae4-4258-a378-bdcf1d4ff7ba,2025-03-28,2,167.44,334.88,PayPal,Annullato,Turkmenistan
5aeae189-ff07-416c-8b54-424fc193f0f0,8ccd8c1d-473a-42f0-aa95-0ca0b739c571,P0117,91dd21ef-be04-4e2e-846f-bd10a7f8a0b8,2025-02-11,1,36.5,36.5,Bonifico,Completato,Rwanda
df2e9f30-c40a-4668-82bf-c6241c04dbcb,2a765322-8a4b-4e5e-9090-fd6a0b4be878,P0130,ac9c46e0-23e2-417f-bcbb-a5861da78e30,2025-01-07,4,94.99,379.96,Carta di Credito,Annullato,Costa Rica
62f5933f-15c2-46f2-b75d-8f14b3a1be45,a5493456-cf47-4064-8e56-9ecda7e6bba5,P0125,f93af035-6ba9-4cf2-b6cc-f18a731c3a7c,2024-06-06,3,97.74,293.21999999999997,Contrassegno,Reso,Namibia
cd4a0b87-6681-4dfd-82ec-089954276de1,bcdda19c-d637-4a7e-b7ff-6d0d27028a99,P0183,9bbb7055-9918-4de1-aea1-51072b0e3aa0,2024-07-04,5,14.25,71.25,Bonifico,Annullato,Maldives
d5cc3417-29c7-4c87-b0bf-737b1a71dd84,b667738f-3b3c-48f1-8fa0-a9c99019b38a,P0156,c217d004-e04a-4e06-8186-f432ee300c59,2024-08-13,2,20.51,41.02,Bonifico,Completato,Syrian Arab Republic
047c1d49-4b55-429e-b0ed-af178d11a810,2ca983c0-49c3-4cf1-b1ed-e62cf404b1b6,P0105,c11dee11-c3a7-4e59-9105-9beedcd64703,2025-05-27,4,134.89,539.56,PayPal,Annullato,Slovakia (Slovak Republic)
df39442a-72a7-4445-9696-94e1dcd1e877,9f0b8941-0f85-4072-9a7d-38f0ce4d8abb,P0180,ef84adec-811b-4043-9c13-e65a4959e7aa,2024-09-05,2,59.61,119.22,Bonifico,Annullato,French Southern Territories
146ea625-7436-45d5-807b-538a7169793d,18656cf8-6fc4-48d4-86e4-dfd007d987c6,P0185,f1400f41-8a6c-4ce0-bcc4-ad116e4eb7a4,2025-05-01,2,45.33,90.66,Carta di Credito,Annullato,Albania
7e065229-ae97-4924-8292-44799d4e1892,428f45d0-f136-42fc-93aa-fb1e52d32446,P0014,80365f5b-4f77-40d1-9102-6736fe6e7adf,2024-06-08,4,60.86,243.44,Bonifico,Annullato,Nigeria
eecc653c-c573-472c-8ccc-573b63137bcc,af9c2288-ba6b-4a7f-85de-eb908436980b,P0040,21ba0f55-ed50-4dfc-b223-a0401e9fccc0,2024-09-13,4,187.03,748.12,PayPal,Reso,Antigua and Barbuda
80c02c3f-4ddc-4a46-acf8-03ff29144259,6a1de39c-ed1e-401c-97ac-636d7392c5f6,P0189,0680b000-d563-4a7c-9c96-59d8e366297d,2024-09-07,3,137.94,413.82,Bonifico,Annullato,Heard Island and McDonald Islands
557f8520-7b96-4935-8529-2a1fd9d5e10a,50d78f07-eb8a-4fc5-be56-0ea6162e865e,P0174,b14cb6bb-5f20-4414-8c11-cb8a7a36737a,2024-06-18,4,39.22,156.88,PayPal,Reso,Belarus
bd984fb7-fbae-4632-910f-92ff19622a65,add1739f-1640-4445-b339-37a0cd677aa6,P0149,ba6f708a-576a-4cf8-af88-a71e01c82c4f,2024-12-18,3,95.0,285.0,PayPal,Reso,Pitcairn Islands
aa1556d3-69d5-4790-b8d1-e470fd928696,8efe06e2-51ee-45ce-8551-6877ee6e2ac4,P0026,ef84adec-811b-4043-9c13-e65a4959e7aa,2024-08-07,3,121.47,364.40999999999997,Bonifico,Completato,Mongolia
91fc8a60-ed21-4869-aa82-7a0e44fff19a,17f519ad-c639-4c93-b43d-0b5bfd36630b,P0046,969467a9-f747-42d2-8e7c-1210bad89432,2024-06-13,4,15.32,61.28,PayPal,Completato,Antigua and Barbuda
58632b98-cfa2-4835-b873-b6ba0995e614,6001deaa-3be1-4c26-97e9-71a1cb02a0fa,P0030,e2b87deb-2e3b-44ea-8d90-ff02333d7209,2024-12-27,2,183.61,367.22,PayPal,Completato,India
e3c14009-1430-45e3-a1ab-c19fbb5b1122,bcc8aaef-ad01-44b1-ad25-30cdc1bda026,P0035,96a04b3b-4ad4-4d0a-9138-4cc257bc6d85,2024-09-13,2,181.6,363.2,PayPal,Reso,Sri Lanka
80b2b990-7e72-4c74-b450-8543b018376c,50d78f07-eb8a-4fc5-be56-0ea6162e865e,P0060,f1400f41-8a6c-4ce0-bcc4-ad116e4eb7a4,2024-09-07,5,86.52,432.59999999999997,Contrassegno,Annullato,Guyana
daf54c28-5066-4ad2-9487-47d3191b931e,28d109f0-d868-45aa-ba1d-9b6127d6abc0,P0074,a180362b-b87d-4bdd-912a-60e3d1978a87,2024-12-14,1,83.81,83.81,PayPal,Annullato,Gabon
dd0ea2ce-766e-42fe-b063-1bc531b56ba1,8efe06e2-51ee-45ce-8551-6877ee6e2ac4,P0104,c11dee11-c3a7-4e59-9105-9beedcd64703,2024-08-08,4,7.48,29.92,PayPal,Reso,Fiji
0c11bd3e-b205-45f3-937a-58b65df5539a,91fdc74c-f659-49d7-878a-fefb5425a532,P0060,ac9c46e0-23e2-417f-bcbb-a5861da78e30,2025-02-07,1,86.52,86.52,PayPal,Reso,China
0544470e-d531-4afb-b6cb-fd58893fd96f,d553640e-be8d-4e65-8d61-f1fa683a1f66,P0009,c88e1d3f-89f9-4354-81e1-d37981dfe459,2024-10-31,3,159.33,477.99,PayPal,Annullato,Mali
6b947091-6305-483d-9b17-e47ea7074acb,f24c604b-4184-4b04-a370-3e84d6c1566b,P0125,2a5c53f8-5be7-4f2b-9f4f-1b64bf18e11b,2024-11-12,5,97.74,488.7,Bonifico,Completato,Estonia
273176c8-d4c2-4f46-b974-b032924ca955,2c507294-1a5a-4faa-8d53-2a2a97c1a7df,P0191,c47a0bb4-e3ef-4f2e-851b-d8adc26d08ec,2025-03-26,2,133.87,267.74,PayPal,Annullato,Mauritania
075ee852-e6ff-4535-a32a-a24643356492,12c097b3-711f-4331-84f4-d131b2e3c264,P0064,8ab518a8-580b-4d5b-8813-78fa12233b8c,2024-08-21,4,120.93,483.72,Bonifico,Completato,Zimbabwe
a7a9b852-1269-4ae0-9e88-c6771b143b03,50d78f07-eb8a-4fc5-be56-0ea6162e865e,P0083,969467a9-f747-42d2-8e7c-1210bad89432,2025-01-21,1,166.02,166.02,Carta di Credito,Completato,Suriname
a8f13ad4-757c-4e26-86de-8d32faa7f15e,af9c2288-ba6b-4a7f-85de-eb908436980b,P0131,5bc5a66d-284b-4d35-956f-134be4f0fbc4,2025-04-30,5,162.19,810.95,Contrassegno,Annullato,Timor-Leste
6174d041-1135-4163-bf92-79092f090802,325199bb-b7a6-4b2b-991e-f2ff595d89d6,P0199,21ba0f55-ed50-4dfc-b223-a0401e9fccc0,2024-09-12,4,76.84,307.36,Carta di Credito,Reso,Syrian Arab Republic
9d4bb964-c18d-415a-9d95-32d3921151d5,cdc3c779-62b3-4eb4-8de5-5201dde040b7,P0067,91dd21ef-be04-4e2e-846f-bd10a7f8a0b8,2024-12-31,3,85.65,256.95000000000005,Contrassegno,Completato,Mayotte
8207df48-bf71-47a7-8577-67ea4e45d9cf,39792184-576b-4f9c-8931-9e9aa742241c,P0095,1b86f521-6920-4da7-ac7f-066cefbf927b,2025-02-09,2,7.21,14.42,Carta di Credito,Completato,Germany
197045ab-51db-4d38-a90f-05881c77b2db,a3969eac-9dc4-402b-9066-606448e1f765,P0091,054d74a7-8701-47d2-b79c-eb50e59354dd,2024-08-02,3,15.89,47.67,PayPal,Completato,Tokelau
2cb07416-2f2a-4e11-8c2e-6183caadb8a1,ed55d991-f211-470d-bdd8-4cba51d9ea72,P0150,c11dee11-c3a7-4e59-9105-9beedcd64703,2024-09-12,1,66.8,66.8,Contrassegno,Reso,Christmas Island
